"symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"COLCA1",31.3171841142253,2.95107386708846,0.63769058746408,4.62775196169049,3.69656366100094e-06,0.000424214082783542
"NEU4",23.2516185676738,3.63083373545698,0.786683734384994,4.61536647671438,3.92402260133646e-06,0.00044762054224826
"HGFAC",81.5221246070428,4.56164021182411,0.989166541541806,4.61159978653738,3.99581758243075e-06,0.000453097172293487
"MSLN",12.4842438484763,3.36544763912213,0.730800343411681,4.60515333560302,4.1216205229482e-06,0.000464596869598599
"FCN2",47.5585918463361,4.55004855989055,0.989241366643292,4.5995332517582,4.23438602411441e-06,0.000474500316231644
"PLEKHF1",291.27688575211,1.0365859550907,0.225808236681074,4.59055865422106,4.42061205269699e-06,0.000492471693589928
"HP",25365.3029435648,4.82033368187934,1.05120873099858,4.58551526422381,4.52868185755895e-06,0.000498678551367041
"UGT2B10",106.604034300369,7.31911063902784,1.60152268731448,4.57009488345176,4.87503445817962e-06,0.000533178601959247
"MASP1",310.945658400446,2.98699342222716,0.653763505203978,4.56892040998098,4.90242890216094e-06,0.000533178601959247
"VTN",1238.50013991402,3.6997233817254,0.809936681596116,4.56791680855159,4.92595453778622e-06,0.000533178601959247
"ERICH5",31.2363207392468,3.35417507961933,0.736057148611999,4.55694926126916,5.19019554291429e-06,0.000554855294244002
"SEZ6L",16.9605302782698,2.31885753675531,0.510421739551668,4.54302267531178,5.54532838928882e-06,0.000583638153679293
"AKR1C1",933.071970959254,2.48686425250521,0.550084879216569,4.52087368052545,6.15849305082092e-06,0.000637604851185535
"IGFALS",12.9507133379934,3.69157434222067,0.817610512664586,4.51507690402593,6.32937927860695e-06,0.000647081613419464
"SLC27A5",308.190784728982,1.89374394123787,0.419442022705589,4.51491228518873,6.33429780305953e-06,0.000647081613419464
"TMPRSS2",161.723081953231,2.96546164777914,0.658150505372606,4.50575001245387,6.61389153424407e-06,0.000663129651196576
"RDH10",1213.1811884836,1.36267336329891,0.302588749634657,4.50338409786943,6.68798491435224e-06,0.000664011504042121
"SLC41A2",771.653905377443,1.60180201067495,0.355699588108834,4.50324392893266,6.69239941081823e-06,0.000664011504042121
"ALOX15B",355.093235059474,2.69022748402863,0.599918153559057,4.48432418333845,7.31453870081636e-06,0.000710928378829346
"HSD17B13",179.586075511072,2.87968892634275,0.64501946989262,4.46449922949171,8.02562374952557e-06,0.000773888536834834
